9.817,0.229
1.899,6.911
6.755,8.624
6.141,7.221
8.53,4.799
2.612,1.359
9.932,7.846
0.681,1.861
2.881,9.15
1.047,5.102
5.373,0.4
6.625,1.156
7.974,6.701
9.355,4.433
3.933,6.206
5.125,4.809
3.744,4.641
4.8,0.287
1.343,2.985
1.295,5.132
3.891,1.46
2.762,7.746
6.468,7.699
8.194,3.913
1.23,5.002
3.583,9.735
2.093,8.317
0.178,8.623
1.665,9.548
8.912,9.121
1.348,2.021
8.124,6.811
8.71,8.048
8.539,1.889
2.643,8.274
4.524,4.365
0.168,5.447
8.967,3.077
4.004,7.366
6.265,2.211
2.009,2.466
6.876,6.453
3.04,4.592
0.221,6.341
1.64,5.026
6.119,1.589
0.773,4.782
3.929,0.699
5.733,4.122
5.917,8.988
1.523,9.25
1.281,6.149
4.129,8.508
8.291,1.034
2.358,7.609
7.402,0.067
0.385,9.966
3.172,6.939
0.841,7.925
4.229,7.255
5.597,8.1
4.53,1.16
9.944,8.639
1.632,4.353
7.818,3.593
6.102,0.097
1.796,2.063
8.586,0.574
4.84,7.486
8.388,2.523
4.842,4.675
8.216,9.161
3.574,8.012
7.932,4.359
3.336,5.177
7.437,4.268
8.942,4.556
0.439,9.496
4.836,5.258
2.94,6.485
9.861,2.11
2.302,4.492
8.087,8.872
7.865,1.806
7.242,3.312
7.742,0.314
2.198,6.056
8.729,2.024
7.674,2.429
5.932,8.516
0.149,7.455
6.133,4.959
2.614,0.999
9.194,4.41
6.726,4.481
7.816,2.175
7.398,4.524
0.596,9.008
7.023,4.215
8.248,0.082
3.987,0.274
7.074,4.367
4.394,7.024
6.72,1.413
7.43,0.553
1.818,6.701
3.556,0.905
0.397,4.816
3.665,3.838
1.478,3.158
1.372,9.267
9.281,3.124
5.469,2.385
0.78,1.138
0.565,9.33
7.352,9.765
5.749,9.993
4.18,9.289
1.159,0.654
5.971,1.058
7.242,9.232
1.621,9.427
0.539,6.802
9.541,5.178
4.639,1.442
6.375,5.675
9.34,4.819
8.212,7.739
5.841,7.936
8.416,6.939
7.114,3.508
1.82,0.212
8.513,6.563
8.216,3.265
9.585,1.731
1.973,8.259
8.862,6.325
3.417,1.477
1.623,9.978
8.609,2.021
3.496,7.357
1.983,8.734
3.628,8.67
0.158,5.902
7.896,1.976
9.708,6.75
0.618,0.113
5.254,5.539
5.656,9.086
6.317,3.004
